age,annual_income,emp_length,home_ownership,loan_amount,purpose,loan_term,verification_status,revol_util,revol_bal,earliest_credit_line,credit_inquiries_last_6m,open_credit_lines,credit_utilization,delinquency_2yrs,total_current_balance,loan_status,recovered_amount,total_rec_prncp,funded_amnt
45,121405,5 years,MORTGAGE,24070,credit_card, 36 months,Verified,0.43128440408413354,11009,2018-01-18 11:00:43.578517,3,6,0.48689521397358776,0,42793,fully_paid,0.0,24070.0,24070
32,42419,< 1 year,MORTGAGE,18964,debt_consolidation, 36 months,Not Verified,0.36991045074970297,19948,2011-07-01 11:00:43.578531,0,9,0.5389824745335164,0,55300,fully_paid,0.0,18964.0,18964
29,64468,10+ years,MORTGAGE,1000,debt_consolidation, 36 months,Verified,0.37861870198185144,20303,2013-07-31 11:00:43.578535,0,9,0.5033241348812119,0,52378,fully_paid,0.0,1000.0,1000
57,63079,10+ years,RENT,15039,debt_consolidation, 36 months,Not Verified,0.5739651362792026,15066,2014-09-11 11:00:43.578538,1,6,0.2874705879007867,0,6197,default,1011.1178403900883,9236.757106371475,15039
59,77685,4 years,RENT,21033,debt_consolidation, 60 months,Source Verified,0.2584378398006637,16400,2009-02-15 11:00:43.578542,3,6,0.4957078151185983,1,58398,fully_paid,0.0,21033.0,21033
61,90393,4 years,RENT,5595,home_improvement, 36 months,Verified,0.3134584744125828,18407,2009-03-05 11:00:43.578545,0,8,0.28633140068872226,2,49367,fully_paid,0.0,5595.0,5595
41,91511,9 years,MORTGAGE,20254,credit_card, 60 months,Source Verified,0.1706789607308955,9727,2012-11-21 11:00:43.578548,3,7,0.4863023577766048,1,0,fully_paid,0.0,20254.0,20254
56,55423,7 years,RENT,17731,debt_consolidation, 60 months,Verified,0.6244317700830212,19852,2021-01-25 11:00:43.578552,5,5,0.1480129246429085,0,76844,fully_paid,0.0,17731.0,17731
46,65821,4 years,OWN,23287,debt_consolidation, 36 months,Verified,0.45321708421340823,22801,2015-02-19 11:00:43.578555,1,3,0.48610740993895246,0,41051,fully_paid,0.0,23287.0,23287
56,77064,3 years,MORTGAGE,10156,debt_consolidation, 36 months,Source Verified,0.5274436182710641,29648,2022-05-31 11:00:43.578558,0,9,0.5296095738420222,3,69068,charged_off,982.8355205827022,2692.230898332511,10156
46,63782,6 years,MORTGAGE,21971,credit_card, 60 months,Verified,0.5623967705268034,18183,2021-10-05 11:00:43.578561,3,4,0.5440238390998858,0,48671,fully_paid,0.0,21971.0,21971
50,110183,3 years,OWN,16117,debt_consolidation, 60 months,Not Verified,0.7982825521227694,9443,2018-11-29 11:00:43.578565,4,3,0.2130919062039161,0,0,fully_paid,0.0,16117.0,16117
39,82274,6 years,OWN,27362,home_improvement, 60 months,Verified,0.7633891650411735,13970,2011-05-23 11:00:43.578568,0,13,0.5961437058853982,0,57515,fully_paid,0.0,27362.0,27362
39,88371,< 1 year,RENT,34502,debt_consolidation, 36 months,Source Verified,0.46460832475747593,3570,2008-08-04 11:00:43.578571,0,11,0.6318036236799393,0,64892,fully_paid,0.0,34502.0,34502
23,86572,< 1 year,MORTGAGE,25768,debt_consolidation, 36 months,Source Verified,0.4315925395505922,22273,2006-07-22 11:00:43.578575,0,8,0.3083666017998874,0,85116,fully_paid,0.0,25768.0,25768
56,99336,10+ years,MORTGAGE,18363,other, 36 months,Source Verified,0.29357162600763603,0,2013-01-11 11:00:43.578578,3,11,0.6970728350517239,1,77568,fully_paid,0.0,18363.0,18363
37,74525,9 years,RENT,31247,home_improvement, 60 months,Source Verified,0.5488315557789281,25246,2020-04-08 11:00:43.578581,2,7,0.5377387776421777,0,85949,fully_paid,0.0,31247.0,31247
62,37579,6 years,OWN,19224,debt_consolidation, 36 months,Source Verified,0.541422591792402,26453,2009-09-07 11:00:43.578584,5,9,0.48795656282275435,0,72090,fully_paid,0.0,19224.0,19224
57,79992,10+ years,MORTGAGE,8644,other, 60 months,Not Verified,0.2541217331259652,0,2013-03-16 11:00:43.578588,0,14,0.6135724452048067,0,35250,fully_paid,0.0,8644.0,8644
54,53716,4 years,MORTGAGE,14725,credit_card, 36 months,Source Verified,0.5439565903334586,27752,2006-03-06 11:00:43.578591,4,7,0.8242915185708048,0,35959,fully_paid,0.0,14725.0,14725
25,56784,5 years,RENT,20331,other, 60 months,Verified,0.6016708987388026,25272,2020-10-25 11:00:43.578594,4,8,0.47184222222916455,0,79668,charged_off,7925.591896284796,13433.028085496364,20331
54,84659,6 years,OWN,20781,credit_card, 36 months,Source Verified,0.17567067541008152,12099,2010-09-30 11:00:43.578597,1,3,0.40120042856871513,0,38348,fully_paid,0.0,20781.0,20781
35,100957,< 1 year,RENT,7123,credit_card, 36 months,Verified,0.4379827941840223,3081,2016-04-05 11:00:43.578601,2,11,0.916128122493256,0,65895,fully_paid,0.0,7123.0,7123
42,70531,3 years,RENT,7345,major_purchase, 36 months,Verified,0.38685421112951346,6622,2010-01-15 11:00:43.578604,2,3,0.46541764230039717,0,101280,fully_paid,0.0,7345.0,7345
41,77720,8 years,MORTGAGE,12610,debt_consolidation, 36 months,Source Verified,0.39892269867718244,7414,2007-12-22 11:00:43.578607,3,7,0.5733306405464178,0,31462,charged_off,4372.3953760024915,8676.142032599866,12610
29,112555,4 years,MORTGAGE,18741,credit_card, 36 months,Source Verified,0.20946935412010576,28160,2008-09-21 11:00:43.578610,1,10,0.4653317349505401,0,71849,fully_paid,0.0,18741.0,18741
28,76018,8 years,MORTGAGE,19637,credit_card, 36 months,Source Verified,0.034688848174153464,10509,2007-07-30 11:00:43.578614,3,4,0.17858850277165916,0,25908,charged_off,1914.286512018394,6155.302392502775,19637
24,135042,10 years,RENT,15989,debt_consolidation, 36 months,Not Verified,0.2489167399501884,24053,2006-10-25 11:00:43.578617,1,12,0.43849524271555723,0,67592,fully_paid,0.0,15989.0,15989
38,84137,10 years,MORTGAGE,9158,debt_consolidation, 36 months,Verified,0.22090833725611975,13759,2021-12-07 11:00:43.578620,5,11,0.7222352604747536,0,98410,fully_paid,0.0,9158.0,9158
54,25980,3 years,OWN,27158,debt_consolidation, 60 months,Verified,0.47064461350937103,15550,2021-05-22 11:00:43.578623,2,14,0.33803687227906143,0,90162,fully_paid,0.0,27158.0,27158
33,88833,10 years,RENT,7495,credit_card, 36 months,Verified,0.47390262326328486,0,2016-12-08 11:00:43.578627,5,9,0.7636592230895037,0,38446,charged_off,1196.2751154327082,5655.633242146788,7495
43,79528,7 years,OWN,24116,credit_card, 36 months,Source Verified,0.46251844603070624,3529,2006-09-16 11:00:43.578630,3,6,0.6527286861323036,0,97211,fully_paid,0.0,24116.0,24116
43,102243,< 1 year,RENT,20171,credit_card, 60 months,Source Verified,0.12065386535437461,27930,2011-12-12 11:00:43.578633,1,14,0.2991452680815253,0,43257,fully_paid,0.0,20171.0,20171
51,86829,10+ years,MORTGAGE,23962,debt_consolidation, 36 months,Verified,0.17608832510568925,13442,2006-09-14 11:00:43.578636,2,7,0.2591175614922585,1,118654,fully_paid,0.0,23962.0,23962
59,66538,9 years,OWN,11888,credit_card, 60 months,Not Verified,0.27666546298435435,18006,2020-01-20 11:00:43.578640,2,7,0.2535610438669538,0,50972,charged_off,2713.047453005742,3737.0839131335247,11888
59,39392,4 years,RENT,14001,major_purchase, 36 months,Source Verified,0.4046286025131887,33063,2021-12-31 11:00:43.578643,0,12,0.4182663428159466,0,69884,fully_paid,0.0,14001.0,14001
29,64774,8 years,RENT,15385,debt_consolidation, 36 months,Source Verified,0.33297849093439447,13723,2006-07-24 11:00:43.578646,3,13,0.2820802299304742,2,68973,fully_paid,0.0,15385.0,15385
48,48736,3 years,RENT,11665,credit_card, 36 months,Source Verified,0.4621278199129578,13157,2017-01-25 11:00:43.578649,0,11,0.74396287581939,0,17182,default,588.3782972417114,2883.3333161202895,11665
48,55486,7 years,RENT,16576,home_improvement, 36 months,Source Verified,0.5950940633475019,27060,2015-08-13 11:00:43.578652,2,12,0.26328859708858965,0,91287,fully_paid,0.0,16576.0,16576
55,84714,3 years,OWN,26053,home_improvement, 36 months,Source Verified,0.20014123847473375,15123,2014-08-06 11:00:43.578656,3,14,0.32165819676908036,0,56586,default,10417.667668588378,16487.594372936208,26053
42,111747,10+ years,MORTGAGE,5922,credit_card, 36 months,Verified,0.20774590016990502,18200,2011-07-31 11:00:43.578659,3,4,0.8037697608148777,0,33323,fully_paid,0.0,5922.0,5922
51,79866,7 years,RENT,10399,other, 36 months,Verified,0.4270719972184434,24968,2006-12-23 11:00:43.578662,5,12,0.4473134309336779,0,27461,charged_off,1692.2814898255583,6777.614507549622,10399
54,40102,< 1 year,RENT,9639,debt_consolidation, 36 months,Verified,0.3835938727381684,15001,2008-09-27 11:00:43.578666,4,12,0.5842936842729585,1,31919,default,1739.8312578749974,4379.36150395774,9639
49,81115,10 years,OWN,14339,other, 36 months,Source Verified,0.5486727123013829,22875,2007-05-15 11:00:43.578669,1,6,0.5929029963769449,0,47691,default,4221.420017122183,8952.63806377054,14339
54,99915,10 years,MORTGAGE,14051,debt_consolidation, 36 months,Not Verified,0.4015153319556124,13841,2016-11-21 11:00:43.578672,4,13,0.20911322868682747,0,17983,fully_paid,0.0,14051.0,14051
26,54755,< 1 year,RENT,20406,debt_consolidation, 36 months,Source Verified,0.7481042459674786,24811,2007-05-25 11:00:43.578675,4,2,0.660555689461204,0,25508,charged_off,2354.967295751991,2259.7596320505368,20406
40,66649,< 1 year,RENT,15236,debt_consolidation, 36 months,Verified,0.08242504622772373,19213,2014-04-27 11:00:43.578679,2,3,0.6226562044352657,0,0,fully_paid,0.0,15236.0,15236
25,70367,6 years,OWN,17120,home_improvement, 36 months,Not Verified,0.5680433719928163,12745,2021-07-12 11:00:43.578682,5,11,0.630501946679481,0,25721,fully_paid,0.0,17120.0,17120
56,50377,2 years,RENT,17789,credit_card, 36 months,Not Verified,0.4398652392210319,15742,2010-10-06 11:00:43.578685,1,4,0.364264762663806,0,90931,fully_paid,0.0,17789.0,17789
38,86207,< 1 year,RENT,16717,debt_consolidation, 36 months,Not Verified,0.11939978659449202,0,2013-02-16 11:00:43.578708,4,5,0.5573902064768803,0,86037,fully_paid,0.0,16717.0,16717
49,66976,3 years,MORTGAGE,19923,debt_consolidation, 36 months,Source Verified,0.0,26937,2007-05-09 11:00:43.578712,4,14,0.4654121735589357,0,58101,charged_off,133.9319138687273,9111.642443042287,19923
51,80488,6 years,MORTGAGE,14143,major_purchase, 36 months,Not Verified,0.17499618668387182,2453,2012-01-01 11:00:43.578715,3,10,0.5186275325489051,0,113189,fully_paid,0.0,14143.0,14143
50,47812,4 years,OWN,26524,other, 36 months,Verified,0.6418175422945518,4308,2017-02-06 11:00:43.578719,2,2,0.3445561845864092,0,86445,default,12290.110040586527,10320.296954285266,26524
27,59063,6 years,MORTGAGE,32791,credit_card, 36 months,Verified,0.6190463111856751,10619,2010-06-06 11:00:43.578722,4,4,0.4619511013203261,1,63041,fully_paid,0.0,32791.0,32791
56,88059,1 years,MORTGAGE,19943,credit_card, 36 months,Verified,0.37426950299892725,0,2016-05-25 11:00:43.578725,1,4,0.6953803464848884,0,66305,charged_off,370.78535874820415,2433.945283630665,19943
62,60679,10 years,RENT,16595,credit_card, 36 months,Not Verified,0.3275454033014773,19676,2010-02-08 11:00:43.578729,0,14,0.11480564342813016,0,52663,charged_off,4352.077662956503,356.19708235407603,16595
58,113174,10+ years,RENT,19372,debt_consolidation, 36 months,Verified,0.22878060067575973,18610,2014-11-09 11:00:43.578732,0,14,0.4268088429561405,1,12219,charged_off,7884.666600076707,10505.559755638105,19372
45,60009,1 years,RENT,7292,major_purchase, 36 months,Source Verified,0.36252213612869855,10134,2009-10-27 11:00:43.578735,2,7,0.6277517931610689,2,42004,fully_paid,0.0,7292.0,7292
50,75617,3 years,RENT,16260,debt_consolidation, 36 months,Source Verified,0.3051676629003356,8219,2010-08-06 11:00:43.578738,0,6,0.2824283156935864,1,0,fully_paid,0.0,16260.0,16260
52,93314,8 years,MORTGAGE,9880,credit_card, 60 months,Verified,0.7419884101999202,8066,2010-09-07 11:00:43.578742,3,4,0.5800706358492026,0,17168,fully_paid,0.0,9880.0,9880
56,34540,8 years,MORTGAGE,18569,debt_consolidation, 60 months,Not Verified,0.15268887997025318,21147,2009-04-28 11:00:43.578745,3,5,0.593807093134394,3,91639,fully_paid,0.0,18569.0,18569
54,25979,< 1 year,MORTGAGE,9915,credit_card, 36 months,Verified,0.4784875408152456,0,2021-04-16 11:00:43.578748,1,12,0.4693692348442639,0,52322,fully_paid,0.0,9915.0,9915
42,31858,4 years,MORTGAGE,12586,credit_card, 36 months,Source Verified,0.7514142683062333,10910,2006-05-14 11:00:43.578751,5,8,0.5602495573485267,0,18016,fully_paid,0.0,12586.0,12586
53,101564,6 years,RENT,1896,credit_card, 36 months,Not Verified,0.5549165631644906,0,2006-10-12 11:00:43.578755,2,4,0.8257287769346281,2,65810,fully_paid,0.0,1896.0,1896
44,56203,8 years,RENT,6787,debt_consolidation, 60 months,Verified,0.17514465929516795,22687,2016-01-12 11:00:43.578758,2,10,0.3655277187975625,1,68130,fully_paid,0.0,6787.0,6787
54,133954,7 years,MORTGAGE,17484,credit_card, 36 months,Source Verified,0.0915339604821298,11637,2011-12-08 11:00:43.578763,0,9,0.22243268925555187,0,96261,fully_paid,0.0,17484.0,17484
24,55893,< 1 year,OWN,8918,debt_consolidation, 60 months,Not Verified,0.45488024101047153,20467,2021-06-10 11:00:43.578767,4,14,0.4151040134684377,1,103348,fully_paid,0.0,8918.0,8918
39,74613,7 years,MORTGAGE,22446,debt_consolidation, 36 months,Not Verified,0.43010464111373925,27495,2008-08-03 11:00:43.578770,4,3,0.30110011729483993,0,73436,fully_paid,0.0,22446.0,22446
46,108552,4 years,MORTGAGE,8322,debt_consolidation, 36 months,Not Verified,0.6464818194493362,27664,2007-09-24 11:00:43.578773,5,6,0.5770048747691576,0,4561,fully_paid,0.0,8322.0,8322
63,120152,9 years,MORTGAGE,18172,home_improvement, 36 months,Verified,0.5096895697368853,4778,2010-12-11 11:00:43.578776,4,5,0.4088982907521991,0,118410,default,7474.581334809495,7961.844615394638,18172
52,121537,10+ years,MORTGAGE,9666,credit_card, 36 months,Source Verified,0.303032015166227,18094,2021-05-17 11:00:43.578780,5,13,0.622622390455941,3,90601,fully_paid,0.0,9666.0,9666
24,100209,10 years,RENT,17698,credit_card, 36 months,Verified,0.28945705427841695,26213,2010-08-09 11:00:43.578783,1,14,0.5582368896943284,0,75475,fully_paid,0.0,17698.0,17698
61,95601,6 years,MORTGAGE,4256,home_improvement, 36 months,Verified,0.13876845990420933,21964,2022-04-23 11:00:43.578786,2,6,0.3629584876616514,1,49499,fully_paid,0.0,4256.0,4256
45,84813,10+ years,MORTGAGE,11827,credit_card, 36 months,Verified,0.42587286765595,22953,2014-04-21 11:00:43.578789,0,4,0.3154809772759205,0,3504,default,1249.0393801523344,5629.434255274502,11827
53,89459,< 1 year,RENT,9076,credit_card, 60 months,Verified,0.11911034983334734,0,2021-11-12 11:00:43.578793,1,11,0.2213888775610386,1,33199,fully_paid,0.0,9076.0,9076
43,56220,3 years,MORTGAGE,21182,debt_consolidation, 36 months,Not Verified,0.5819980695189049,21811,2008-11-10 11:00:43.578796,3,12,0.7102799288509964,0,48472,fully_paid,0.0,21182.0,21182
44,49545,5 years,RENT,18235,debt_consolidation, 36 months,Verified,0.5178310422437729,7070,2016-07-04 11:00:43.578799,3,2,0.6048904952002759,0,37972,fully_paid,0.0,18235.0,18235
23,69915,5 years,MORTGAGE,6371,credit_card, 36 months,Source Verified,0.511491200094535,21646,2016-05-08 11:00:43.578802,3,9,0.41783918619649085,1,82803,fully_paid,0.0,6371.0,6371
48,65745,5 years,RENT,13577,credit_card, 60 months,Source Verified,0.1356345776504415,21428,2009-05-05 11:00:43.578806,5,10,0.6212512681135696,0,47704,fully_paid,0.0,13577.0,13577
63,58669,8 years,OWN,9593,other, 60 months,Source Verified,0.37000731977797274,20899,2009-06-22 11:00:43.578809,5,9,0.2791270441284448,0,26700,charged_off,629.9491768453591,5914.26947435064,9593
23,87409,9 years,RENT,21651,other, 36 months,Not Verified,0.3221388758492859,13893,2018-05-07 11:00:43.578812,2,5,0.32502849011123003,0,65021,fully_paid,0.0,21651.0,21651
47,93882,9 years,MORTGAGE,23900,debt_consolidation, 36 months,Verified,0.4205612768918852,28160,2019-12-11 11:00:43.578815,3,13,0.3050485440988145,0,25123,fully_paid,0.0,23900.0,23900
38,72210,6 years,RENT,4908,debt_consolidation, 36 months,Source Verified,0.5057025761611899,20103,2011-06-09 11:00:43.578819,5,3,0.555320774135184,0,1048,fully_paid,0.0,4908.0,4908
61,106938,6 years,RENT,20786,credit_card, 36 months,Source Verified,0.29728058991293155,18215,2006-07-18 11:00:43.578822,5,5,0.37907173693689505,0,65283,fully_paid,0.0,20786.0,20786
54,41457,9 years,OWN,9236,debt_consolidation, 36 months,Verified,0.3048032951349554,5655,2015-05-12 11:00:43.578825,4,10,0.20918584987858463,0,47825,charged_off,39.89285305161253,4096.00717595823,9236
30,65158,4 years,MORTGAGE,13229,debt_consolidation, 60 months,Source Verified,0.5359855673070637,18960,2019-04-04 11:00:43.578828,5,11,0.5182652133655662,1,54704,charged_off,4417.14969853981,10097.92003882729,13229
64,52079,6 years,RENT,15225,other, 36 months,Not Verified,0.17410000744336687,34787,2008-08-26 11:00:43.578831,3,10,0.6146051771557175,2,91287,charged_off,4097.127984482316,10697.600082728646,15225
60,23336,4 years,RENT,27716,debt_consolidation, 36 months,Verified,0.25066771271586075,1098,2019-08-23 11:00:43.578835,1,6,0.4728111465739001,1,57529,fully_paid,0.0,27716.0,27716
50,67932,< 1 year,MORTGAGE,7973,major_purchase, 36 months,Verified,0.4011673664068082,22301,2019-06-22 11:00:43.578838,3,6,0.7279497948230425,0,67075,fully_paid,0.0,7973.0,7973
63,66956,1 years,OWN,20843,home_improvement, 60 months,Verified,0.5799440746059068,23562,2016-09-27 11:00:43.578841,4,11,0.6605585249051703,1,50514,default,2513.011191697833,14569.603623646108,20843
47,107836,7 years,MORTGAGE,6799,home_improvement, 36 months,Not Verified,0.20624505231819823,32255,2021-01-30 11:00:43.578844,3,4,0.7237357026388618,0,74299,fully_paid,0.0,6799.0,6799
56,85770,10 years,RENT,6315,debt_consolidation, 36 months,Not Verified,0.7579397979192767,22257,2009-03-28 11:00:43.578848,0,7,0.6567555121883681,1,0,fully_paid,0.0,6315.0,6315
46,44395,< 1 year,MORTGAGE,15199,debt_consolidation, 36 months,Source Verified,0.12986744776687464,15106,2013-11-29 11:00:43.578851,4,8,0.5471730322022497,0,26769,fully_paid,0.0,15199.0,15199
45,116352,10+ years,RENT,15152,credit_card, 36 months,Source Verified,0.7100557648157131,19226,2007-06-05 11:00:43.578854,2,13,0.2512290593795017,0,38415,fully_paid,0.0,15152.0,15152
34,100525,6 years,RENT,1000,debt_consolidation, 60 months,Not Verified,0.6399180297986813,12319,2017-06-21 11:00:43.578857,3,11,0.430773809055657,0,35616,fully_paid,0.0,1000.0,1000
28,84552,9 years,MORTGAGE,23117,debt_consolidation, 36 months,Not Verified,0.11397968155005433,27192,2009-10-15 11:00:43.578861,5,13,0.39751694250806263,0,26251,fully_paid,0.0,23117.0,23117
57,64337,7 years,OWN,1000,debt_consolidation, 60 months,Not Verified,0.07355933260579806,0,2015-10-05 11:00:43.578864,1,10,0.3223003065253129,1,47540,fully_paid,0.0,1000.0,1000
41,46014,7 years,MORTGAGE,13978,debt_consolidation, 36 months,Not Verified,0.5439728337694447,10121,2016-06-16 11:00:43.578867,3,8,0.38503798430162917,1,45929,charged_off,364.69681982031085,2091.748220330089,13978
22,60694,2 years,RENT,24293,debt_consolidation, 36 months,Source Verified,0.32451976298974605,19461,2015-02-24 11:00:43.578870,1,4,0.20711034500615588,0,47525,default,3394.5825012369405,16396.228532390713,24293
29,97218,10+ years,OWN,30464,home_improvement, 60 months,Source Verified,0.19861059007828016,26709,2016-09-28 11:00:43.578874,0,13,0.6767886241857455,1,56013,fully_paid,0.0,30464.0,30464
37,117114,< 1 year,OWN,12458,debt_consolidation, 36 months,Not Verified,0.7623402417962994,14862,2013-10-26 11:00:43.578877,2,14,0.2882174363977443,0,64933,charged_off,702.2297002993313,3239.0002187279997,12458
35,108581,9 years,MORTGAGE,4969,debt_consolidation, 36 months,Not Verified,0.16121951196009,7176,2006-08-03 11:00:43.578880,5,8,0.6626553879095423,0,26721,fully_paid,0.0,4969.0,4969
33,57778,10 years,RENT,24033,credit_card, 36 months,Verified,0.2546122804855945,12891,2017-03-18 11:00:43.578883,4,14,0.765348350866335,0,34329,default,7884.039843783973,18157.1040664468,24033
44,42009,9 years,RENT,21056,major_purchase, 36 months,Verified,0.27832033738043993,11330,2010-04-21 11:00:43.578887,4,2,0.34676936751440096,0,77681,fully_paid,0.0,21056.0,21056
36,73522,6 years,RENT,11577,debt_consolidation, 36 months,Not Verified,0.0,11790,2013-12-15 11:00:43.578890,2,3,0.38909918683051103,0,21741,fully_paid,0.0,11577.0,11577
49,25789,3 years,OWN,10689,debt_consolidation, 60 months,Verified,0.4182735518213304,10648,2007-11-29 11:00:43.578893,0,5,0.5997088063320257,0,25761,fully_paid,0.0,10689.0,10689
55,78079,1 years,RENT,9978,credit_card, 60 months,Not Verified,0.21768828893216408,10652,2006-06-21 11:00:43.578896,0,8,0.41270229493709465,0,26811,fully_paid,0.0,9978.0,9978
23,66309,4 years,MORTGAGE,12587,major_purchase, 36 months,Source Verified,0.5621072229659476,0,2014-08-01 11:00:43.578900,3,10,0.34003984851289737,0,44003,fully_paid,0.0,12587.0,12587
53,58349,3 years,RENT,17212,home_improvement, 36 months,Verified,0.5882525445919522,18001,2010-08-06 11:00:43.578903,0,6,0.5881915559045947,1,79944,charged_off,2775.2241791842857,10800.562360334206,17212
44,30132,10+ years,MORTGAGE,11037,credit_card, 36 months,Verified,0.4463442000428383,21747,2009-10-25 11:00:43.578906,3,9,0.3518751791822383,0,65716,fully_paid,0.0,11037.0,11037
43,82840,1 years,RENT,11922,debt_consolidation, 36 months,Verified,0.4486093259307299,29983,2005-07-22 11:00:43.578909,1,8,0.9275494685606336,0,23812,fully_paid,0.0,11922.0,11922
46,56682,3 years,MORTGAGE,19488,credit_card, 36 months,Verified,0.43271782287325516,23604,2012-10-27 11:00:43.578913,2,6,0.6123424133620875,0,104396,fully_paid,0.0,19488.0,19488
43,40752,4 years,MORTGAGE,4623,debt_consolidation, 36 months,Source Verified,0.25991916306636775,23093,2020-04-29 11:00:43.578916,1,14,0.633861545891267,0,29130,fully_paid,0.0,4623.0,4623
43,20000,8 years,RENT,12368,credit_card, 36 months,Not Verified,0.27703440991019773,17960,2018-12-05 11:00:43.578919,1,4,0.48204219388895586,2,1363,fully_paid,0.0,12368.0,12368
63,69312,9 years,MORTGAGE,3268,home_improvement, 36 months,Not Verified,0.6646453895549824,0,2017-02-26 11:00:43.578922,1,4,0.8725962178621858,0,104725,fully_paid,0.0,3268.0,3268
27,114306,3 years,OWN,15758,major_purchase, 36 months,Source Verified,0.5470482888579246,17801,2016-05-07 11:00:43.578926,1,14,0.3514732247086615,1,24894,fully_paid,0.0,15758.0,15758
36,111531,6 years,MORTGAGE,1424,debt_consolidation, 36 months,Source Verified,0.44121739690100004,16123,2019-06-29 11:00:43.578929,4,7,0.652132849089367,0,46672,fully_paid,0.0,1424.0,1424
64,58572,10 years,MORTGAGE,21230,debt_consolidation, 60 months,Source Verified,0.5200130652704723,25298,2018-10-08 11:00:43.578932,0,11,0.23236023278902906,1,45980,fully_paid,0.0,21230.0,21230
58,54944,< 1 year,RENT,5797,credit_card, 36 months,Source Verified,0.38778329424404906,20674,2012-06-23 11:00:43.578935,2,12,0.9587238370492852,2,67452,fully_paid,0.0,5797.0,5797
54,81719,5 years,RENT,2591,home_improvement, 36 months,Source Verified,0.43698935386521576,13701,2021-08-24 11:00:43.578939,2,5,0.663980232263094,0,0,fully_paid,0.0,2591.0,2591
29,45040,6 years,RENT,12454,home_improvement, 36 months,Verified,0.518903382234021,34581,2018-07-08 11:00:43.578942,5,4,0.3120251952518091,0,40979,default,5187.866499121279,768.8491210319363,12454
26,77544,4 years,RENT,26977,debt_consolidation, 36 months,Verified,0.0,23484,2016-09-03 11:00:43.578945,1,5,0.6051427994956174,0,38996,fully_paid,0.0,26977.0,26977
60,89152,10 years,RENT,19978,debt_consolidation, 36 months,Verified,0.5812277836182757,18398,2009-02-13 11:00:43.578948,2,4,0.7125495143504925,3,92411,charged_off,1387.1014597482167,12249.39489030527,19978
25,100673,6 years,RENT,1543,credit_card, 36 months,Verified,0.5668680442314213,19553,2014-09-15 11:00:43.578951,3,14,0.32119350175794437,0,33693,charged_off,654.608475107848,365.4867153195655,1543
27,67496,7 years,OWN,5598,debt_consolidation, 60 months,Not Verified,0.24386234457850858,15611,2007-01-13 11:00:43.578955,2,13,0.4079363126416649,0,40377,fully_paid,0.0,5598.0,5598
53,64908,9 years,MORTGAGE,12230,other, 36 months,Verified,0.6488205032313447,15165,2006-01-28 11:00:43.578958,1,11,0.30129923607531606,0,72804,fully_paid,0.0,12230.0,12230
51,48050,10 years,RENT,30668,credit_card, 36 months,Not Verified,0.0,0,2017-12-06 11:00:43.578961,2,12,0.5957678436016379,2,65342,fully_paid,0.0,30668.0,30668
56,49327,7 years,RENT,8427,home_improvement, 36 months,Not Verified,0.4705906169627505,5849,2008-01-11 11:00:43.578964,0,12,0.5364292685063331,0,28278,fully_paid,0.0,8427.0,8427
61,64338,6 years,MORTGAGE,8483,credit_card, 60 months,Not Verified,0.4079866093112507,9590,2011-09-05 11:00:43.578968,1,14,0.5062821796102118,1,62852,charged_off,1545.1370846659242,5306.718114165979,8483
37,79184,1 years,RENT,25692,home_improvement, 60 months,Not Verified,0.3381057850601121,19506,2018-09-02 11:00:43.578971,4,13,0.3388942244454852,1,27878,charged_off,8255.728447185418,6950.02943336156,25692
34,92839,2 years,RENT,16364,debt_consolidation, 60 months,Verified,0.40387346549746267,0,2011-05-04 11:00:43.578974,0,7,0.458617997350172,0,74096,default,6629.188031334521,5939.474722222794,16364
63,49920,1 years,RENT,22371,other, 36 months,Source Verified,0.5165461116655127,9788,2012-07-15 11:00:43.578977,2,14,0.3568555172706931,0,45193,fully_paid,0.0,22371.0,22371
51,107317,9 years,MORTGAGE,9910,debt_consolidation, 60 months,Verified,0.038886349202959414,8506,2021-11-25 11:00:43.578981,4,8,0.5969393367144034,0,12300,fully_paid,0.0,9910.0,9910
40,63221,10 years,MORTGAGE,14288,credit_card, 36 months,Not Verified,0.6001929180577965,16167,2014-01-28 11:00:43.578984,5,5,0.28942619682843906,0,0,charged_off,4542.700349883969,5918.20622898226,14288
38,69465,10 years,RENT,24209,debt_consolidation, 36 months,Not Verified,0.3179452975238367,19531,2011-05-22 11:00:43.578987,0,4,0.3402112512853399,0,38719,fully_paid,0.0,24209.0,24209
40,51319,9 years,MORTGAGE,13986,credit_card, 60 months,Not Verified,0.6030905696349359,8541,2010-03-30 11:00:43.578990,5,4,0.6630620744197396,0,26489,fully_paid,0.0,13986.0,13986
49,20000,7 years,OWN,22861,debt_consolidation, 60 months,Source Verified,0.5287035355299886,9260,2015-10-03 11:00:43.578993,3,12,0.41202178533070055,0,42811,charged_off,206.3591933301854,15310.548386689365,22861
47,92101,2 years,MORTGAGE,17710,debt_consolidation, 36 months,Not Verified,0.31378597181153417,8197,2012-05-04 11:00:43.578997,0,4,0.8521823473405392,3,48522,default,36.00380968656545,2179.238027206809,17710
58,88421,6 years,MORTGAGE,7722,major_purchase, 36 months,Verified,0.3841347607247574,11098,2013-07-13 11:00:43.579000,4,10,0.5392135350207238,0,0,fully_paid,0.0,7722.0,7722
